tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
358.00;end_private_0;1000.00;14.08;0.00;0.00;start_private_0;5.10;0.00;tripinfo_car0;358.00;car0;0;4995.30;1.06;0.00;18.40;car;;0;0.00
401.00;end_public_0;1000.00;11.92;0.00;0.00;start_public_0;20.10;0.00;tripinfo_bus0;401.00;bus0;0;4980.30;0.95;0.00;21.88;bus;;0;0.00
410.00;end_private_0;1000.00;12.30;3.00;3.00;start_private_0;5.10;0.00;tripinfo_car1;407.00;car1;0;4995.30;0.94;0.00;23.15;car;;0;0.00
412.00;end_private_0;1000.00;13.79;6.00;6.00;start_private_0;5.10;0.00;tripinfo_car2;406.00;car2;0;4995.30;1.01;0.00;49.22;car;;0;0.00
413.00;end_private_0;1000.00;14.06;9.00;9.00;start_private_0;5.10;0.00;tripinfo_car3;404.00;car3;0;4995.30;1.08;0.00;71.65;car;;0;0.00
415.00;end_private_0;1000.00;13.30;12.00;12.00;start_private_0;5.10;0.00;tripinfo_car4;403.00;car4;0;4995.30;1.03;0.00;53.55;car;;0;0.00
441.00;end_public_0;1000.00;11.64;5.00;5.00;start_public_0;20.10;0.00;tripinfo_bus1;436.00;bus1;0;4980.30;0.87;0.00;26.03;bus;;0;0.00
444.00;end_public_0;1000.00;13.12;10.00;10.00;start_public_0;20.10;0.00;tripinfo_bus2;434.00;bus2;0;4980.30;1.04;0.00;87.21;bus;;0;0.00
447.00;end_public_0;1000.00;14.35;15.00;15.00;start_public_0;20.10;0.00;tripinfo_bus3;432.00;bus3;0;4980.30;1.11;0.00;107.94;bus;;0;0.00
450.00;end_public_0;1000.00;14.54;20.00;20.00;start_public_0;20.10;0.00;tripinfo_bus4;430.00;bus4;0;4980.30;1.07;0.00;93.21;bus;;0;0.00
453.00;end_public_0;1000.00;13.70;25.00;25.00;start_public_0;20.10;0.00;tripinfo_bus5;428.00;bus5;0;4980.30;1.02;0.00;76.28;bus;;0;0.00
456.00;end_public_0;1000.00;13.74;30.00;30.00;start_public_0;20.10;0.00;tripinfo_bus6;426.00;bus6;0;4980.30;1.00;0.00;67.71;bus;;0;0.00
459.00;end_public_0;1000.00;12.20;35.00;35.00;start_public_0;20.10;0.00;tripinfo_bus7;424.00;bus7;0;4980.30;0.97;0.00;54.18;bus;;0;0.00
462.00;end_public_0;1000.00;12.92;40.00;40.00;start_public_0;20.10;0.00;tripinfo_bus8;422.00;bus8;0;4980.30;0.96;0.00;48.62;bus;;0;0.00
465.00;end_public_0;1000.00;12.67;45.00;45.00;start_public_0;20.10;0.00;tripinfo_bus9;420.00;bus9;0;4980.30;0.98;0.00;55.00;bus;;0;0.00
467.00;end_public_0;1000.00;15.09;50.00;50.00;start_public_0;20.10;0.00;tripinfo_bus10;417.00;bus10;0;4980.30;1.10;0.00;92.18;bus;;0;0.00
470.00;end_public_0;1000.00;13.36;55.00;55.00;start_public_0;20.10;0.00;tripinfo_bus11;415.00;bus11;0;4980.30;1.04;0.00;68.83;bus;;0;0.00
473.00;end_public_0;1000.00;13.61;60.00;60.00;start_public_0;20.10;0.00;tripinfo_bus12;413.00;bus12;0;4980.30;1.00;0.00;55.06;bus;;0;0.00
476.00;end_public_0;1000.00;14.03;65.00;65.00;start_public_0;20.10;0.00;tripinfo_bus13;411.00;bus13;0;4980.30;1.10;0.00;84.87;bus;;0;0.00
477.00;end_private_0;1000.00;10.65;15.00;15.00;start_private_0;5.10;0.00;tripinfo_car5;462.00;car5;0;4995.30;0.83;0.00;28.54;car;;0;0.00
478.00;end_private_0;1000.00;13.83;18.00;18.00;start_private_0;5.10;0.00;tripinfo_car6;460.00;car6;0;4995.30;1.05;0.00;115.94;car;;0;0.00
480.00;end_private_0;1000.00;11.57;21.00;21.00;start_private_0;5.10;0.00;tripinfo_car7;459.00;car7;0;4995.30;0.89;0.00;52.89;car;;0;0.00
482.00;end_private_0;1000.00;12.31;24.00;24.00;start_private_0;5.10;0.00;tripinfo_car8;458.00;car8;0;4995.30;0.94;0.00;74.03;car;;0;0.00
484.00;end_private_0;1000.00;11.20;27.00;27.00;start_private_0;5.10;0.00;tripinfo_car9;457.00;car9;0;4995.30;0.86;0.00;37.00;car;;0;0.00
486.00;end_private_0;1000.00;14.55;30.00;30.00;start_private_0;5.10;0.00;tripinfo_car10;456.00;car10;0;4995.30;1.09;0.00;125.63;car;;0;0.00
488.00;end_private_0;1000.00;13.57;33.00;33.00;start_private_0;5.10;0.00;tripinfo_car11;455.00;car11;0;4995.30;1.03;0.00;103.71;car;;0;0.00
489.00;end_private_0;1000.00;14.36;36.00;36.00;start_private_0;5.10;0.00;tripinfo_car12;453.00;car12;0;4995.30;1.05;0.00;109.27;car;;0;0.00
491.00;end_private_0;1000.00;15.31;39.00;39.00;start_private_0;5.10;0.00;tripinfo_car13;452.00;car13;0;4995.30;1.12;0.00;131.11;car;;0;0.00
493.00;end_private_0;1000.00;13.33;42.00;42.00;start_private_0;5.10;0.00;tripinfo_car14;451.00;car14;0;4995.30;0.99;0.00;87.51;car;;0;0.00
495.00;end_private_0;1000.00;12.16;46.00;46.00;start_private_0;5.10;0.00;tripinfo_car15;449.00;car15;0;4995.30;0.93;0.00;60.20;car;;0;0.00
497.00;end_private_0;1000.00;11.90;49.00;49.00;start_private_0;5.10;0.00;tripinfo_car16;448.00;car16;0;4995.30;0.88;0.00;37.89;car;;0;0.00
499.00;end_private_0;1000.00;12.43;52.00;52.00;start_private_0;5.10;0.00;tripinfo_car17;447.00;car17;0;4995.30;0.94;0.00;64.12;car;;0;0.00
500.00;end_private_0;1000.00;12.05;55.00;55.00;start_private_0;5.10;0.00;tripinfo_car18;445.00;car18;0;4995.30;0.94;0.00;60.74;car;;0;0.00
502.00;end_private_0;1000.00;15.42;58.00;58.00;start_private_0;5.10;0.00;tripinfo_car19;444.00;car19;0;4995.30;1.16;0.00;133.00;car;;0;0.00
504.00;end_private_0;1000.00;13.80;61.00;61.00;start_private_0;5.10;0.00;tripinfo_car20;443.00;car20;0;4995.30;1.02;0.00;89.03;car;;0;0.00
505.00;end_private_0;1000.00;13.77;64.00;64.00;start_private_0;5.10;0.00;tripinfo_car21;441.00;car21;0;4995.30;1.01;0.00;84.91;car;;0;0.00
507.00;end_private_0;1000.00;13.48;67.00;67.00;start_private_0;5.10;0.00;tripinfo_car22;440.00;car22;0;4995.30;0.98;0.00;70.94;car;;0;0.00
510.00;end_private_0;1000.00;11.42;70.00;70.00;start_private_0;5.10;0.00;tripinfo_car23;440.00;car23;0;4995.30;0.89;0.00;34.85;car;;0;0.00
530.00;end_public_0;1000.00;11.41;70.00;70.00;start_public_0;20.10;0.00;tripinfo_bus14;460.00;bus14;0;4980.30;0.83;0.00;28.79;bus;;0;0.00
533.00;end_public_0;1000.00;13.97;75.00;75.00;start_public_0;20.10;0.00;tripinfo_bus15;458.00;bus15;0;4980.30;1.09;0.00;127.64;bus;;0;0.00
536.00;end_private_0;1000.00;11.29;73.00;73.00;start_private_0;5.10;0.00;tripinfo_car24;463.00;car24;0;4995.30;0.83;0.00;26.89;car;;0;0.00
536.00;end_public_0;1000.00;13.21;80.00;80.00;start_public_0;20.10;0.00;tripinfo_bus16;456.00;bus16;0;4980.30;0.97;0.00;85.27;bus;;0;0.00
538.00;end_private_0;1000.00;10.92;76.00;76.00;start_private_0;5.10;0.00;tripinfo_car25;462.00;car25;0;4995.30;0.87;0.00;49.27;car;;0;0.00
538.00;end_public_0;1000.00;14.07;85.00;85.00;start_public_0;20.10;0.00;tripinfo_bus17;453.00;bus17;0;4980.30;1.07;0.00;118.02;bus;;0;0.00
540.00;end_private_0;1000.00;12.20;79.00;79.00;start_private_0;5.10;0.00;tripinfo_car26;461.00;car26;0;4995.30;0.92;0.00;68.02;car;;0;0.00
541.00;end_private_0;1000.00;12.95;82.00;82.00;start_private_0;5.10;0.00;tripinfo_car27;459.00;car27;0;4995.30;0.95;0.00;79.80;car;;0;0.00
541.00;end_public_0;1000.00;13.63;90.00;90.00;start_public_0;20.10;0.00;tripinfo_bus18;451.00;bus18;0;4980.30;1.07;0.00;114.73;bus;;0;0.00
543.00;end_private_0;1000.00;15.65;85.00;85.00;start_private_0;5.10;0.00;tripinfo_car28;458.00;car28;0;4995.30;1.13;0.00;139.64;car;;0;0.00
545.00;end_private_0;1000.00;12.70;89.00;89.00;start_private_0;5.10;0.00;tripinfo_car29;456.00;car29;0;4995.30;0.93;0.00;69.17;car;;0;0.00
545.00;end_public_0;1000.00;11.95;95.00;95.00;start_public_0;20.10;0.00;tripinfo_bus19;450.00;bus19;0;4980.30;0.91;0.00;55.80;bus;;0;0.00
546.00;end_private_0;1000.00;14.68;92.00;92.00;start_private_0;5.10;0.00;tripinfo_car30;454.00;car30;0;4995.30;1.18;0.00;148.79;car;;0;0.00
548.00;end_private_0;1000.00;15.55;95.00;95.00;start_private_0;5.10;0.00;tripinfo_car31;453.00;car31;0;4995.30;1.15;0.00;140.97;car;;0;0.00
548.00;end_public_0;1000.00;12.61;100.00;100.00;start_public_0;20.10;0.00;tripinfo_bus20;448.00;bus20;0;4980.30;1.00;0.00;87.49;bus;;0;0.00
550.00;end_private_0;1000.00;12.85;98.00;98.00;start_private_0;5.10;0.00;tripinfo_car32;452.00;car32;0;4995.30;1.01;0.00;93.77;car;;0;0.00
550.00;end_public_0;1000.00;15.58;105.00;105.00;start_public_0;20.10;0.00;tripinfo_bus21;445.00;bus21;0;4980.30;1.15;0.00;132.65;bus;;0;0.00
552.00;end_private_0;1000.00;15.58;101.00;101.00;start_private_0;5.10;0.00;tripinfo_car33;451.00;car33;0;4995.30;1.17;0.00;143.16;car;;0;0.00
554.00;end_private_0;1000.00;12.58;104.00;104.00;start_private_0;5.10;0.00;tripinfo_car34;450.00;car34;0;4995.30;0.99;0.00;87.61;car;;0;0.00
555.00;end_private_0;1000.00;13.26;107.00;107.00;start_private_0;5.10;0.00;tripinfo_car35;448.00;car35;0;4995.30;1.02;0.00;95.04;car;;0;0.00
557.00;end_private_0;1000.00;13.00;110.00;110.00;start_private_0;5.10;0.00;tripinfo_car36;447.00;car36;0;4995.30;0.97;0.00;76.99;car;;0;0.00
559.00;end_private_0;1000.00;15.51;113.00;113.00;start_private_0;5.10;0.00;tripinfo_car37;446.00;car37;0;4995.30;1.18;0.00;140.31;car;;0;0.00
560.00;end_private_0;1000.00;14.69;116.00;116.00;start_private_0;5.10;0.00;tripinfo_car38;444.00;car38;0;4995.30;1.10;0.00;117.55;car;;0;0.00
563.00;end_private_0;1000.00;12.00;119.00;119.00;start_private_0;5.10;0.00;tripinfo_car39;444.00;car39;0;4995.30;0.90;0.00;44.10;car;;0;0.00
565.00;end_private_0;1000.00;13.89;122.00;122.00;start_private_0;5.10;0.00;tripinfo_car40;443.00;car40;0;4995.30;1.03;0.00;93.03;car;;1;1.00
566.00;end_private_0;1000.00;12.55;126.00;126.00;start_private_0;5.10;0.00;tripinfo_car41;440.00;car41;0;4995.30;0.96;0.00;64.12;car;;0;0.00
568.00;end_private_0;1000.00;14.15;129.00;129.00;start_private_0;5.10;0.00;tripinfo_car42;439.00;car42;0;4995.30;1.09;0.00;109.13;car;;0;0.00
568.00;end_public_0;1000.00;10.73;110.00;110.00;start_public_0;20.10;0.00;tripinfo_bus22;458.00;bus22;0;4980.30;0.84;0.00;28.37;bus;;0;0.00
570.00;end_private_0;1000.00;14.02;132.00;132.00;start_private_0;5.10;0.00;tripinfo_car43;438.00;car43;0;4995.30;1.04;0.00;90.64;car;;0;0.00
571.00;end_private_0;1000.00;13.59;135.00;135.00;start_private_0;5.10;0.00;tripinfo_car44;436.00;car44;0;4995.30;1.04;0.00;91.22;car;;0;0.00
571.00;end_public_0;1000.00;13.61;114.00;114.00;start_public_0;20.10;0.00;tripinfo_bus23;457.00;bus23;0;4980.30;1.06;0.00;119.35;bus;;0;0.00
573.00;end_private_0;1000.00;14.49;138.00;138.00;start_private_0;5.10;0.00;tripinfo_car45;435.00;car45;0;4995.30;1.09;0.00;104.00;car;;0;0.00
573.00;end_public_0;1000.00;13.22;119.00;119.00;start_public_0;20.10;0.00;tripinfo_bus24;454.00;bus24;0;4980.30;1.02;0.00;100.74;bus;;0;0.00
575.00;end_private_0;1000.00;12.67;141.00;141.00;start_private_0;5.10;0.00;tripinfo_car46;434.00;car46;0;4995.30;1.00;0.00;73.01;car;;0;0.00
577.00;end_private_0;1000.00;12.43;144.00;144.00;start_private_0;5.10;0.00;tripinfo_car47;433.00;car47;0;4995.30;0.90;0.00;33.41;car;;0;0.00
577.00;end_public_0;1000.00;13.32;124.00;124.00;start_public_0;20.10;0.00;tripinfo_bus25;453.00;bus25;0;4980.30;0.97;0.00;82.18;bus;;0;0.00
579.00;end_public_0;1000.00;16.41;128.00;128.00;start_public_0;20.10;0.00;tripinfo_bus26;451.00;bus26;0;4980.30;1.24;0.00;162.15;bus;;0;0.00
582.00;end_private_0;1000.00;11.98;147.00;147.00;start_private_0;5.10;0.00;tripinfo_car48;435.00;car48;0;4995.30;0.88;0.00;24.72;car;;0;0.00
582.00;end_public_0;1000.00;14.85;132.00;132.00;start_public_0;20.10;0.00;tripinfo_bus27;450.00;bus27;0;4980.30;1.11;0.00;126.46;bus;;0;0.00
585.00;end_public_0;1000.00;14.73;137.00;137.00;start_public_0;20.10;0.00;tripinfo_bus28;448.00;bus28;0;4980.30;1.09;0.00;118.84;bus;;0;0.00
588.00;end_public_0;1000.00;13.20;142.00;142.00;start_public_0;20.10;0.00;tripinfo_bus29;446.00;bus29;0;4980.30;0.99;0.00;85.08;bus;;0;0.00
600.00;end_private_0;1000.00;10.93;150.00;150.00;start_private_0;5.10;0.00;tripinfo_car49;450.00;car49;0;4995.30;0.85;0.00;26.23;car;;0;0.00
602.00;end_private_0;1000.00;10.84;153.00;153.00;start_private_0;5.10;0.00;tripinfo_car50;449.00;car50;0;4995.30;0.85;0.00;27.82;car;;0;0.00
604.00;end_private_0;1000.00;15.46;156.00;156.00;start_private_0;5.10;0.00;tripinfo_car51;448.00;car51;0;4995.30;1.17;0.00;139.45;car;;0;0.00
605.00;end_private_0;1000.00;13.29;159.00;159.00;start_private_0;5.10;0.00;tripinfo_car52;446.00;car52;0;4995.30;1.02;0.00;92.09;car;;0;0.00
607.00;end_private_0;1000.00;14.84;162.00;162.00;start_private_0;5.10;0.00;tripinfo_car53;445.00;car53;0;4995.30;1.10;0.00;116.26;car;;0;0.00
609.00;end_private_0;1000.00;12.72;165.00;165.00;start_private_0;5.10;0.00;tripinfo_car54;444.00;car54;0;4995.30;1.00;0.00;84.92;car;;0;0.00
611.00;end_private_0;1000.00;13.18;168.00;168.00;start_private_0;5.10;0.00;tripinfo_car55;443.00;car55;0;4995.30;1.00;0.00;81.17;car;;0;0.00
613.00;end_private_0;1000.00;11.74;171.00;171.00;start_private_0;5.10;0.00;tripinfo_car56;442.00;car56;0;4995.30;0.90;0.00;41.55;car;;0;0.00
615.00;end_private_0;1000.00;14.89;174.00;174.00;start_private_0;5.10;0.00;tripinfo_car57;441.00;car57;0;4995.30;1.14;0.00;125.57;car;;0;0.00
617.00;end_private_0;1000.00;13.71;177.00;177.00;start_private_0;5.10;0.00;tripinfo_car58;440.00;car58;0;4995.30;1.02;0.00;87.75;car;;0;0.00
618.00;end_private_0;1000.00;13.32;180.00;180.00;start_private_0;5.10;0.00;tripinfo_car59;438.00;car59;0;4995.30;0.97;0.00;66.93;car;;0;0.00
620.00;end_private_0;1000.00;13.94;183.00;183.00;start_private_0;5.10;0.00;tripinfo_car60;437.00;car60;0;4995.30;1.08;0.00;104.24;car;;0;0.00
622.00;end_private_0;1000.00;15.06;186.00;186.00;start_private_0;5.10;0.00;tripinfo_car61;436.00;car61;0;4995.30;1.12;0.00;113.78;car;;0;0.00
623.00;end_private_0;1000.00;13.43;189.00;189.00;start_private_0;5.10;0.00;tripinfo_car62;434.00;car62;0;4995.30;1.02;0.00;79.87;car;;0;0.00
625.00;end_private_0;1000.00;12.60;192.00;192.00;start_private_0;5.10;0.00;tripinfo_car63;433.00;car63;0;4995.30;0.99;0.00;68.50;car;;0;0.00
627.00;end_private_0;1000.00;12.66;195.00;195.00;start_private_0;5.10;0.00;tripinfo_car64;432.00;car64;0;4995.30;0.94;0.00;48.13;car;;0;0.00
631.00;end_private_0;1000.00;11.13;198.00;198.00;start_private_0;5.10;0.00;tripinfo_car65;433.00;car65;0;4995.30;0.88;0.00;24.84;car;;0;0.00
633.00;end_private_0;1000.00;11.94;201.00;201.00;start_private_0;5.10;0.00;tripinfo_car66;432.00;car66;0;4995.30;0.91;0.00;34.53;car;;0;0.00
634.00;end_private_0;1000.00;11.86;204.00;204.00;start_private_0;5.10;0.00;tripinfo_car67;430.00;car67;0;4995.30;0.91;0.00;36.75;car;;0;0.00
636.00;end_private_0;1000.00;13.71;207.00;207.00;start_private_0;5.10;0.00;tripinfo_car68;429.00;car68;0;4995.30;1.04;0.00;82.72;car;;0;0.00
638.00;end_private_0;1000.00;14.03;210.00;210.00;start_private_0;5.10;0.00;tripinfo_car69;428.00;car69;0;4995.30;1.02;0.00;75.39;car;;0;0.00
640.00;end_private_0;1000.00;13.44;213.00;213.00;start_private_0;5.10;0.00;tripinfo_car70;427.00;car70;0;4995.30;1.02;0.00;74.67;car;;0;0.00
641.00;end_private_0;1000.00;13.29;216.00;216.00;start_private_0;5.10;0.00;tripinfo_car71;425.00;car71;0;4995.30;0.97;0.00;55.25;car;;0;0.00
643.00;end_private_0;1000.00;12.56;219.00;219.00;start_private_0;5.10;0.00;tripinfo_car72;424.00;car72;0;4995.30;0.94;0.00;41.27;car;;0;0.00
645.00;end_private_0;1000.00;14.28;222.00;222.00;start_private_0;5.10;0.00;tripinfo_car73;423.00;car73;0;4995.30;1.06;0.00;81.76;car;;0;0.00
647.00;end_private_0;1000.00;13.09;225.00;225.00;start_private_0;5.10;0.00;tripinfo_car74;422.00;car74;0;4995.30;0.96;0.00;44.74;car;;0;0.00
649.00;end_private_0;1000.00;12.85;228.00;228.00;start_private_0;5.10;0.00;tripinfo_car75;421.00;car75;0;4995.30;0.98;0.00;55.13;car;;0;0.00
650.00;end_private_0;1000.00;13.60;231.00;231.00;start_private_0;5.10;0.00;tripinfo_car76;419.00;car76;0;4995.30;1.03;0.00;70.65;car;;0;0.00
652.00;end_private_0;1000.00;13.19;234.00;234.00;start_private_0;5.10;0.00;tripinfo_car77;418.00;car77;0;4995.30;0.98;0.00;51.46;car;;0;0.00
654.00;end_private_0;1000.00;12.81;237.00;237.00;start_private_0;5.10;0.00;tripinfo_car78;417.00;car78;0;4995.30;1.01;0.00;59.46;car;;0;0.00
656.00;end_private_0;1000.00;14.96;240.00;240.00;start_private_0;5.10;0.00;tripinfo_car79;416.00;car79;0;4995.30;1.09;0.00;84.19;car;;0;0.00
657.00;end_private_0;1000.00;13.40;243.00;243.00;start_private_0;5.10;0.00;tripinfo_car80;414.00;car80;0;4995.30;1.03;0.00;66.17;car;;0;0.00
659.00;end_private_0;1000.00;12.94;246.00;246.00;start_private_0;5.10;0.00;tripinfo_car81;413.00;car81;0;4995.30;1.00;0.00;52.32;car;;0;0.00
661.00;end_private_0;1000.00;13.95;249.00;249.00;start_private_0;5.10;0.00;tripinfo_car82;412.00;car82;0;4995.30;1.02;0.00;57.68;car;;0;0.00
663.00;end_private_0;1000.00;12.97;252.00;252.00;start_private_0;5.10;0.00;tripinfo_car83;411.00;car83;0;4995.30;0.97;0.00;38.53;car;;0;0.00
664.00;end_private_0;1000.00;15.05;255.00;255.00;start_private_0;5.10;0.00;tripinfo_car84;409.00;car84;0;4995.30;1.15;0.00;95.64;car;;0;0.00
666.00;end_private_0;1000.00;13.06;258.00;258.00;start_private_0;5.10;0.00;tripinfo_car85;408.00;car85;0;4995.30;0.98;0.00;39.39;car;;0;0.00
668.00;end_private_0;1000.00;13.29;261.00;261.00;start_private_0;5.10;0.00;tripinfo_car86;407.00;car86;0;4995.30;1.00;0.00;47.60;car;;0;0.00
670.00;end_private_0;1000.00;13.82;264.00;264.00;start_private_0;5.10;0.00;tripinfo_car87;406.00;car87;0;4995.30;1.04;0.00;60.43;car;;0;0.00
672.00;end_private_0;1000.00;13.13;267.00;267.00;start_private_0;5.10;0.00;tripinfo_car88;405.00;car88;0;4995.30;1.01;0.00;47.12;car;;0;0.00
673.00;end_private_0;1000.00;14.12;270.00;270.00;start_private_0;5.10;0.00;tripinfo_car89;403.00;car89;0;4995.30;1.02;0.00;50.90;car;;0;0.00
675.00;end_private_0;1000.00;13.78;273.00;273.00;start_private_0;5.10;0.00;tripinfo_car90;402.00;car90;0;4995.30;1.02;0.00;47.74;car;;0;0.00
705.00;end_private_0;1000.00;12.38;276.00;276.00;start_private_0;5.10;0.00;tripinfo_car91;429.00;car91;0;4995.30;0.89;0.00;25.06;car;;0;0.00
738.00;end_private_0;1000.00;11.46;279.00;279.00;start_private_0;5.10;0.00;tripinfo_car92;459.00;car92;0;4995.30;0.83;0.00;26.97;car;;0;0.00
740.00;end_private_0;1000.00;12.43;282.00;282.00;start_private_0;5.10;0.00;tripinfo_car93;458.00;car93;0;4995.30;0.92;0.00;66.89;car;;0;0.00
741.00;end_private_0;1000.00;13.60;285.00;285.00;start_private_0;5.10;0.00;tripinfo_car94;456.00;car94;0;4995.30;1.09;0.00;126.23;car;;0;0.00
743.00;end_private_0;1000.00;14.66;288.00;288.00;start_private_0;5.10;0.00;tripinfo_car95;455.00;car95;0;4995.30;1.06;0.00;114.22;car;;0;0.00
745.00;end_private_0;1000.00;13.03;291.00;291.00;start_private_0;5.10;0.00;tripinfo_car96;454.00;car96;0;4995.30;1.01;0.00;97.13;car;;0;0.00
747.00;end_private_0;1000.00;11.66;294.00;294.00;start_private_0;5.10;0.00;tripinfo_car97;453.00;car97;0;4995.30;0.91;0.00;55.66;car;;0;0.00
748.00;end_private_0;1000.00;14.01;297.00;297.00;start_private_0;5.10;0.00;tripinfo_car98;451.00;car98;0;4995.30;1.12;0.00;130.32;car;;0;0.00
750.00;end_private_0;1000.00;14.55;300.00;300.00;start_private_0;5.10;0.00;tripinfo_car99;450.00;car99;0;4995.30;1.10;0.00;121.83;car;;0;0.00
752.00;end_private_0;1000.00;13.73;303.00;303.00;start_private_0;5.10;0.00;tripinfo_car100;449.00;car100;0;4995.30;1.07;0.00;110.65;car;;0;0.00
754.00;end_private_0;1000.00;12.39;306.00;306.00;start_private_0;5.10;0.00;tripinfo_car101;448.00;car101;0;4995.30;0.96;0.00;71.51;car;;0;0.00
756.00;end_private_0;1000.00;12.79;309.00;309.00;start_private_0;5.10;0.00;tripinfo_car102;447.00;car102;0;4995.30;0.97;0.00;74.78;car;;0;0.00
757.00;end_private_0;1000.00;12.14;312.00;312.00;start_private_0;5.10;0.00;tripinfo_car103;445.00;car103;0;4995.30;0.95;0.00;67.43;car;;0;0.00
760.00;end_private_0;1000.00;11.90;315.00;315.00;start_private_0;5.10;0.00;tripinfo_car104;445.00;car104;0;4995.30;0.89;0.00;41.97;car;;0;0.00
761.00;end_private_0;1000.00;12.38;318.00;318.00;start_private_0;5.10;0.00;tripinfo_car105;443.00;car105;0;4995.30;1.07;0.00;107.73;car;;0;0.00
763.00;end_private_0;1000.00;13.51;321.00;321.00;start_private_0;5.10;0.00;tripinfo_car106;442.00;car106;0;4995.30;1.01;0.00;86.94;car;;0;0.00
765.00;end_private_0;1000.00;14.04;324.00;324.00;start_private_0;5.10;0.00;tripinfo_car107;441.00;car107;0;4995.30;1.03;0.00;92.67;car;;0;0.00
766.00;end_private_0;1000.00;13.90;327.00;327.00;start_private_0;5.10;0.00;tripinfo_car108;439.00;car108;0;4995.30;1.06;0.00;101.25;car;;0;0.00
769.00;end_private_0;1000.00;12.20;330.00;330.00;start_private_0;5.10;0.00;tripinfo_car109;439.00;car109;0;4995.30;0.96;0.00;63.38;car;;0;0.00
770.00;end_private_0;1000.00;12.03;333.00;333.00;start_private_0;5.10;0.00;tripinfo_car110;437.00;car110;0;4995.30;0.93;0.00;49.27;car;;0;0.00
780.00;end_private_0;1000.00;11.62;336.00;336.00;start_private_0;5.10;0.00;tripinfo_car111;444.00;car111;0;4995.30;0.87;0.00;28.02;car;;0;0.00
781.00;end_private_0;1000.00;13.69;339.00;339.00;start_private_0;5.10;0.00;tripinfo_car112;442.00;car112;0;4995.30;1.10;0.00;114.56;car;;0;0.00
783.00;end_private_0;1000.00;13.47;342.00;342.00;start_private_0;5.10;0.00;tripinfo_car113;441.00;car113;0;4995.30;1.01;0.00;84.20;car;;0;0.00
785.00;end_private_0;1000.00;14.87;345.00;345.00;start_private_0;5.10;0.00;tripinfo_car114;440.00;car114;0;4995.30;1.10;0.00;111.19;car;;0;0.00
787.00;end_private_0;1000.00;11.52;348.00;348.00;start_private_0;5.10;0.00;tripinfo_car115;439.00;car115;0;4995.30;0.92;0.00;48.44;car;;0;0.00
789.00;end_private_0;1000.00;14.65;351.00;351.00;start_private_0;5.10;0.00;tripinfo_car116;438.00;car116;0;4995.30;1.18;0.00;131.71;car;;0;0.00
790.00;end_private_0;1000.00;13.69;354.00;354.00;start_private_0;5.10;0.00;tripinfo_car117;436.00;car117;0;4995.30;1.00;0.00;77.72;car;;0;0.00
792.00;end_private_0;1000.00;12.64;357.00;357.00;start_private_0;5.10;0.00;tripinfo_car118;435.00;car118;0;4995.30;0.99;0.00;71.89;car;;0;0.00
794.00;end_private_0;1000.00;13.95;360.00;360.00;start_private_0;5.10;0.00;tripinfo_car119;434.00;car119;0;4995.30;1.07;0.00;97.63;car;;0;0.00
796.00;end_private_0;1000.00;12.66;363.00;363.00;start_private_0;5.10;0.00;tripinfo_car120;433.00;car120;0;4995.30;0.94;0.00;50.36;car;;0;0.00
797.00;end_private_0;1000.00;14.85;366.00;366.00;start_private_0;5.10;0.00;tripinfo_car121;431.00;car121;0;4995.30;1.10;0.00;104.91;car;;0;0.00
799.00;end_private_0;1000.00;13.31;369.00;369.00;start_private_0;5.10;0.00;tripinfo_car122;430.00;car122;0;4995.30;1.03;0.00;81.00;car;;0;0.00
801.00;end_private_0;1000.00;13.08;372.00;372.00;start_private_0;5.10;0.00;tripinfo_car123;429.00;car123;0;4995.30;1.02;0.00;77.01;car;;0;0.00
803.00;end_private_0;1000.00;14.64;375.00;375.00;start_private_0;5.10;0.00;tripinfo_car124;428.00;car124;0;4995.30;1.06;0.00;88.03;car;;0;0.00
804.00;end_private_0;1000.00;14.86;378.00;378.00;start_private_0;5.10;0.00;tripinfo_car125;426.00;car125;0;4995.30;1.15;0.00;113.72;car;;0;0.00
806.00;end_private_0;1000.00;14.06;381.00;381.00;start_private_0;5.10;0.00;tripinfo_car126;425.00;car126;0;4995.30;1.03;0.00;76.01;car;;0;0.00
850.00;end_private_0;1000.00;11.24;384.00;384.00;start_private_0;5.10;0.00;tripinfo_car127;466.00;car127;0;4995.30;0.82;0.00;27.58;car;;0;0.00
851.00;end_private_0;1000.00;13.28;387.00;387.00;start_private_0;5.10;0.00;tripinfo_car128;464.00;car128;0;4995.30;1.12;0.00;142.21;car;;0;0.00
853.00;end_private_0;1000.00;13.27;390.00;390.00;start_private_0;5.10;0.00;tripinfo_car129;463.00;car129;0;4995.30;1.01;0.00;105.77;car;;0;0.00
