tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
2725.00;end_private_0;1000.00;15.20;2214.00;174.00;start_private_0;5.10;0.00;tripinfo_car58;511.00;car58;0;4995.30;1.10;0.00;184.36;car;;0;0.00
2726.00;end_private_0;1000.00;15.89;2217.00;177.00;start_private_0;5.10;0.00;tripinfo_car59;509.00;car59;0;4995.30;1.19;0.00;207.63;car;;0;0.00
2728.00;end_private_0;1000.00;12.41;2220.00;180.00;start_private_0;5.10;0.00;tripinfo_car60;508.00;car60;0;4995.30;0.97;0.00;136.97;car;;0;0.00
2730.00;end_private_0;1000.00;12.25;2223.00;183.00;start_private_0;5.10;0.00;tripinfo_car61;507.00;car61;0;4995.30;0.97;0.00;135.30;car;;0;0.00
2732.00;end_private_0;1000.00;14.58;2226.00;186.00;start_private_0;5.10;0.00;tripinfo_car62;506.00;car62;0;4995.30;1.09;0.00;176.80;car;;0;0.00
2734.00;end_private_0;1000.00;15.49;2229.00;189.00;start_private_0;5.10;0.00;tripinfo_car63;505.00;car63;0;4995.30;1.14;0.00;187.28;car;;0;0.00
2735.00;end_private_0;1000.00;13.61;2232.00;192.00;start_private_0;5.10;0.00;tripinfo_car64;503.00;car64;0;4995.30;1.05;0.00;160.49;car;;0;0.00
2737.00;end_private_0;1000.00;13.28;2235.00;195.00;start_private_0;5.10;0.00;tripinfo_car65;502.00;car65;0;4995.30;0.96;0.00;127.99;car;;0;0.00
2739.00;end_private_0;1000.00;14.09;2238.00;198.00;start_private_0;5.10;0.00;tripinfo_car66;501.00;car66;0;4995.30;1.10;0.00;174.26;car;;0;0.00
2741.00;end_private_0;1000.00;13.54;2241.00;201.00;start_private_0;5.10;0.00;tripinfo_car67;500.00;car67;0;4995.30;0.98;0.00;133.68;car;;0;0.00
2743.00;end_private_0;1000.00;12.89;2244.00;204.00;start_private_0;5.10;0.00;tripinfo_car68;499.00;car68;0;4995.30;0.98;0.00;132.28;car;;0;0.00
2744.00;end_private_0;1000.00;15.34;2247.00;207.00;start_private_0;5.10;0.00;tripinfo_car69;497.00;car69;0;4995.30;1.16;0.00;186.09;car;;0;0.00
2746.00;end_private_0;1000.00;13.86;2250.00;210.00;start_private_0;5.10;0.00;tripinfo_car70;496.00;car70;0;4995.30;1.07;0.00;159.60;car;;0;0.00
2748.00;end_private_0;1000.00;12.77;2253.00;213.00;start_private_0;5.10;0.00;tripinfo_car71;495.00;car71;0;4995.30;0.94;0.00;111.14;car;;0;0.00
2750.00;end_private_0;1000.00;12.61;2256.00;216.00;start_private_0;5.10;0.00;tripinfo_car72;494.00;car72;0;4995.30;0.98;0.00;126.93;car;;0;0.00
2752.00;end_private_0;1000.00;13.39;2259.00;219.00;start_private_0;5.10;0.00;tripinfo_car73;493.00;car73;0;4995.30;1.04;0.00;147.38;car;;0;0.00
2754.00;end_private_0;1000.00;13.60;2262.00;222.00;start_private_0;5.10;0.00;tripinfo_car74;492.00;car74;0;4995.30;0.98;0.00;124.58;car;;0;0.00
2756.00;end_private_0;1000.00;12.25;2265.00;225.00;start_private_0;5.10;0.00;tripinfo_car75;491.00;car75;0;4995.30;0.96;0.00;114.18;car;;0;0.00
2757.00;end_private_0;1000.00;13.55;2268.00;228.00;start_private_0;5.10;0.00;tripinfo_car76;489.00;car76;0;4995.30;1.06;0.00;148.64;car;;0;0.00
2759.00;end_private_0;1000.00;12.47;2271.00;231.00;start_private_0;5.10;0.00;tripinfo_car77;488.00;car77;0;4995.30;0.99;0.00;123.30;car;;0;0.00
2761.00;end_private_0;1000.00;13.56;2274.00;234.00;start_private_0;5.10;0.00;tripinfo_car78;487.00;car78;0;4995.30;0.99;0.00;123.51;car;;0;0.00
2763.00;end_private_0;1000.00;14.20;2277.00;237.00;start_private_0;5.10;0.00;tripinfo_car79;486.00;car79;0;4995.30;1.05;0.00;141.80;car;;0;0.00
2765.00;end_private_0;1000.00;12.54;2280.00;240.00;start_private_0;5.10;0.00;tripinfo_car80;485.00;car80;0;4995.30;0.90;0.00;86.46;car;;0;0.00
2767.00;end_private_0;1000.00;14.21;2283.00;243.00;start_private_0;5.10;0.00;tripinfo_car81;484.00;car81;0;4995.30;1.09;0.00;154.58;car;;0;0.00
2768.00;end_private_0;1000.00;14.33;2286.00;246.00;start_private_0;5.10;0.00;tripinfo_car82;482.00;car82;0;4995.30;1.11;0.00;158.59;car;;0;0.00
2770.00;end_private_0;1000.00;13.79;2289.00;249.00;start_private_0;5.10;0.00;tripinfo_car83;481.00;car83;0;4995.30;1.07;0.00;145.55;car;;0;0.00
2772.00;end_private_0;1000.00;16.47;2292.00;252.00;start_private_0;5.10;0.00;tripinfo_car84;480.00;car84;0;4995.30;1.21;0.00;182.04;car;;0;0.00
2773.00;end_private_0;1000.00;15.86;2295.00;255.00;start_private_0;5.10;0.00;tripinfo_car85;478.00;car85;0;4995.30;1.15;0.00;165.22;car;;0;0.00
2775.00;end_private_0;1000.00;15.57;2298.00;258.00;start_private_0;5.10;0.00;tripinfo_car86;477.00;car86;0;4995.30;1.13;0.00;158.73;car;;0;0.00
2777.00;end_private_0;1000.00;13.34;2301.00;261.00;start_private_0;5.10;0.00;tripinfo_car87;476.00;car87;0;4995.30;0.98;0.00;107.16;car;;0;0.00
2779.00;end_private_0;1000.00;15.54;2304.00;264.00;start_private_0;5.10;0.00;tripinfo_car88;475.00;car88;0;4995.30;1.18;0.00;169.66;car;;0;0.00
2781.00;end_private_0;1000.00;15.64;2307.00;267.00;start_private_0;5.10;0.00;tripinfo_car89;474.00;car89;0;4995.30;1.13;0.00;156.10;car;;0;0.00
2782.00;end_private_0;1000.00;15.35;2310.00;270.00;start_private_0;5.10;0.00;tripinfo_car90;472.00;car90;0;4995.30;1.16;0.00;160.85;car;;0;0.00
2786.00;end_private_0;1000.00;11.60;2313.00;273.00;start_private_0;5.10;0.00;tripinfo_car91;473.00;car91;0;4995.30;0.87;0.00;61.23;car;;0;0.00
2788.00;end_private_0;1000.00;11.56;2316.00;276.00;start_private_0;5.10;0.00;tripinfo_car92;472.00;car92;0;4995.30;0.87;0.00;56.95;car;;0;0.00
2791.00;end_private_0;1000.00;11.42;2319.00;279.00;start_private_0;5.10;0.00;tripinfo_car93;472.00;car93;0;4995.30;0.82;0.00;35.72;car;;1;1.00
2793.00;end_private_0;1000.00;12.16;2323.00;283.00;start_private_0;5.10;0.00;tripinfo_car94;470.00;car94;0;4995.30;0.94;0.00;85.76;car;;0;0.00
2795.00;end_private_0;1000.00;12.87;2326.00;286.00;start_private_0;5.10;0.00;tripinfo_car95;469.00;car95;0;4995.30;1.01;0.00;111.23;car;;0;0.00
2797.00;end_private_0;1000.00;11.76;2329.00;289.00;start_private_0;5.10;0.00;tripinfo_car96;468.00;car96;0;4995.30;0.93;0.00;78.60;car;;0;0.00
2798.00;end_private_0;1000.00;12.44;2332.00;292.00;start_private_0;5.10;0.00;tripinfo_car97;466.00;car97;0;4995.30;0.95;0.00;88.05;car;;0;0.00
2800.00;end_private_0;1000.00;13.32;2335.00;295.00;start_private_0;5.10;0.00;tripinfo_car98;465.00;car98;0;4995.30;1.00;0.00;106.51;car;;0;0.00
2802.00;end_private_0;1000.00;11.84;2338.00;298.00;start_private_0;5.10;0.00;tripinfo_car99;464.00;car99;0;4995.30;0.90;0.00;63.54;car;;0;0.00
2804.00;end_private_0;1000.00;12.60;2341.00;301.00;start_private_0;5.10;0.00;tripinfo_car100;463.00;car100;0;4995.30;0.96;0.00;86.54;car;;0;0.00
2806.00;end_private_0;1000.00;13.73;2344.00;304.00;start_private_0;5.10;0.00;tripinfo_car101;462.00;car101;0;4995.30;1.02;0.00;109.31;car;;0;0.00
2807.00;end_private_0;1000.00;12.99;2347.00;307.00;start_private_0;5.10;0.00;tripinfo_car102;460.00;car102;0;4995.30;1.01;0.00;103.78;car;;0;0.00
2809.00;end_private_0;1000.00;12.64;2350.00;310.00;start_private_0;5.10;0.00;tripinfo_car103;459.00;car103;0;4995.30;0.93;0.00;74.06;car;;0;0.00
2811.00;end_private_0;1000.00;15.79;2353.00;313.00;start_private_0;5.10;0.00;tripinfo_car104;458.00;car104;0;4995.30;1.18;0.00;153.72;car;;0;0.00
2813.00;end_private_0;1000.00;12.36;2356.00;316.00;start_private_0;5.10;0.00;tripinfo_car105;457.00;car105;0;4995.30;0.89;0.00;52.51;car;;0;0.00
2815.00;end_private_0;1000.00;14.91;2359.00;319.00;start_private_0;5.10;0.00;tripinfo_car106;456.00;car106;0;4995.30;1.16;0.00;145.49;car;;0;0.00
2816.00;end_private_0;1000.00;14.04;2362.00;322.00;start_private_0;5.10;0.00;tripinfo_car107;454.00;car107;0;4995.30;1.02;0.00;102.02;car;;0;0.00
2818.00;end_private_0;1000.00;13.36;2365.00;325.00;start_private_0;5.10;0.00;tripinfo_car108;453.00;car108;0;4995.30;0.96;0.00;79.93;car;;0;0.00
2820.00;end_private_0;1000.00;14.98;2368.00;328.00;start_private_0;5.10;0.00;tripinfo_car109;452.00;car109;0;4995.30;1.17;0.00;143.52;car;;0;0.00
2822.00;end_private_0;1000.00;15.30;2371.00;331.00;start_private_0;5.10;0.00;tripinfo_car110;451.00;car110;0;4995.30;1.11;0.00;124.90;car;;0;0.00
2825.00;end_private_0;1000.00;11.78;2374.00;334.00;start_private_0;5.10;0.00;tripinfo_car111;451.00;car111;0;4995.30;0.86;0.00;33.67;car;;0;0.00
2826.00;end_private_0;1000.00;12.03;2377.00;337.00;start_private_0;5.10;0.00;tripinfo_car112;449.00;car112;0;4995.30;1.00;0.00;89.02;car;;0;0.00
2828.00;end_private_0;1000.00;12.07;2380.00;340.00;start_private_0;5.10;0.00;tripinfo_car113;448.00;car113;0;4995.30;0.95;0.00;68.98;car;;0;0.00
2830.00;end_private_0;1000.00;12.66;2383.00;343.00;start_private_0;5.10;0.00;tripinfo_car114;447.00;car114;0;4995.30;0.98;0.00;79.60;car;;0;0.00
2832.00;end_private_0;1000.00;12.46;2386.00;346.00;start_private_0;5.10;0.00;tripinfo_car115;446.00;car115;0;4995.30;0.94;0.00;62.63;car;;0;0.00
2833.00;end_private_0;1000.00;13.54;2389.00;349.00;start_private_0;5.10;0.00;tripinfo_car116;444.00;car116;0;4995.30;1.11;0.00;118.70;car;;0;0.00
2859.00;end_private_0;1000.00;11.38;2392.00;352.00;start_private_0;5.10;0.00;tripinfo_car117;467.00;car117;0;4995.30;0.82;0.00;28.73;car;;0;0.00
2861.00;end_private_0;1000.00;14.03;2394.00;354.00;start_private_0;5.10;0.00;tripinfo_car118;467.00;car118;0;4995.30;1.13;0.00;148.87;car;;0;0.00
2862.00;end_private_0;1000.00;11.36;2398.00;358.00;start_private_0;5.10;0.00;tripinfo_car119;464.00;car119;0;4995.30;0.90;0.00;63.45;car;;0;0.00
2864.00;end_private_0;1000.00;13.98;2401.00;361.00;start_private_0;5.10;0.00;tripinfo_car120;463.00;car120;0;4995.30;1.02;0.00;108.32;car;;0;0.00
2876.00;end_private_0;1000.00;11.23;2404.00;364.00;start_private_0;5.10;0.00;tripinfo_car121;472.00;car121;0;4995.30;0.82;0.00;29.99;car;;0;0.00
2878.00;end_private_0;1000.00;12.69;2407.00;367.00;start_private_0;5.10;0.00;tripinfo_car122;471.00;car122;0;4995.30;0.97;0.00;99.69;car;;0;0.00
2879.00;end_private_0;1000.00;13.54;2410.00;370.00;start_private_0;5.10;0.00;tripinfo_car123;469.00;car123;0;4995.30;1.03;0.00;120.86;car;;0;0.00
2881.00;end_private_0;1000.00;12.84;2413.00;373.00;start_private_0;5.10;0.00;tripinfo_car124;468.00;car124;0;4995.30;0.98;0.00;99.04;car;;0;0.00
2883.00;end_private_0;1000.00;13.68;2416.00;376.00;start_private_0;5.10;0.00;tripinfo_car125;467.00;car125;0;4995.30;1.03;0.00;118.66;car;;0;0.00
2884.00;end_private_0;1000.00;13.10;2419.00;379.00;start_private_0;5.10;0.00;tripinfo_car126;465.00;car126;0;4995.30;0.96;0.00;90.39;car;;0;0.00
2886.00;end_private_0;1000.00;12.94;2422.00;382.00;start_private_0;5.10;0.00;tripinfo_car127;464.00;car127;0;4995.30;0.95;0.00;85.56;car;;0;0.00
2888.00;end_private_0;1000.00;13.99;2425.00;385.00;start_private_0;5.10;0.00;tripinfo_car128;463.00;car128;0;4995.30;1.08;0.00;130.63;car;;0;0.00
2891.00;end_private_0;1000.00;10.90;2428.00;388.00;start_private_0;5.10;0.00;tripinfo_car129;463.00;car129;0;4995.30;0.86;0.00;44.01;car;;0;0.00
2892.00;end_private_0;1000.00;12.81;2431.00;391.00;start_private_0;5.10;0.00;tripinfo_car130;461.00;car130;0;4995.30;1.19;0.00;157.98;car;;0;0.00
2894.00;end_private_0;1000.00;12.79;2434.00;394.00;start_private_0;5.10;0.00;tripinfo_car131;460.00;car131;0;4995.30;0.95;0.00;80.77;car;;0;0.00
2896.00;end_private_0;1000.00;14.95;2436.00;396.00;start_private_0;5.10;0.00;tripinfo_car132;460.00;car132;0;4995.30;1.20;0.00;160.22;car;;0;0.00
2898.00;end_private_0;1000.00;11.35;2440.00;400.00;start_private_0;5.10;0.00;tripinfo_car133;458.00;car133;0;4995.30;0.90;0.00;59.77;car;;0;0.00
2899.00;end_private_0;1000.00;12.95;2443.00;403.00;start_private_0;5.10;0.00;tripinfo_car134;456.00;car134;0;4995.30;0.99;0.00;93.98;car;;0;0.00
2901.00;end_private_0;1000.00;15.39;2446.00;406.00;start_private_0;5.10;0.00;tripinfo_car135;455.00;car135;0;4995.30;1.12;0.00;132.84;car;;0;0.00
2903.00;end_private_0;1000.00;15.11;2449.00;409.00;start_private_0;5.10;0.00;tripinfo_car136;454.00;car136;0;4995.30;1.11;0.00;130.60;car;;0;0.00
2905.00;end_private_0;1000.00;12.73;2452.00;412.00;start_private_0;5.10;0.00;tripinfo_car137;453.00;car137;0;4995.30;1.00;0.00;90.95;car;;0;0.00
2906.00;end_private_0;1000.00;14.84;2455.00;415.00;start_private_0;5.10;0.00;tripinfo_car138;451.00;car138;0;4995.30;1.14;0.00;135.24;car;;0;0.00
2908.00;end_private_0;1000.00;12.91;2458.00;418.00;start_private_0;5.10;0.00;tripinfo_car139;450.00;car139;0;4995.30;1.02;0.00;95.50;car;;0;0.00
2910.00;end_private_0;1000.00;14.19;2461.00;421.00;start_private_0;5.10;0.00;tripinfo_car140;449.00;car140;0;4995.30;1.11;0.00;125.45;car;;0;0.00
2912.00;end_private_0;1000.00;11.87;2464.00;424.00;start_private_0;5.10;0.00;tripinfo_car141;448.00;car141;0;4995.30;0.94;0.00;62.78;car;;0;0.00
2914.00;end_private_0;1000.00;13.03;2467.00;427.00;start_private_0;5.10;0.00;tripinfo_car142;447.00;car142;0;4995.30;1.01;0.00;91.15;car;;0;0.00
2916.00;end_private_0;1000.00;11.94;2470.00;430.00;start_private_0;5.10;0.00;tripinfo_car143;446.00;car143;0;4995.30;0.91;0.00;47.90;car;;0;0.00
2917.00;end_private_0;1000.00;11.71;2473.00;433.00;start_private_0;5.10;0.00;tripinfo_car144;444.00;car144;0;4995.30;0.93;0.00;57.30;car;;0;0.00
2949.00;end_private_0;1000.00;10.09;2476.00;436.00;start_private_0;5.10;0.00;tripinfo_car145;473.00;car145;0;4995.30;0.81;0.00;28.85;car;;0;0.00
2950.00;end_private_0;1000.00;13.17;2479.00;439.00;start_private_0;5.10;0.00;tripinfo_car146;471.00;car146;0;4995.30;1.10;0.00;142.49;car;;0;0.00
